"annotation_id","annotator","created_at","id","lead_time","sector","short_description","title","updated_at"
177,"1","2025-01-29T05:57:56.143324Z",77,2.267,"Backend","JPA 다지기 여덟 번째는 'Part 8. 트랜잭션 - TDD'입니다.","Part 8. 트랜잭션 - TDD","2025-01-29T05:57:56.143341Z"
178,"1","2025-01-29T05:57:58.407006Z",78,2.133,"AI","최근 딥러닝에 대한 관심이 뜨겁습니다. 복잡해 보이는 AI 기술을 체계적으로 이해할 수 있는 책을 찾는 분들께 혁펜하임의 『Easy! 딥러닝』을 소개합니다.","[도서리뷰] 딥러닝 입문자를 위한 책 추천, 혁펜하임 『Easy! 딥러닝』","2025-01-29T05:57:58.407028Z"
179,"1","2025-01-29T05:58:00.136175Z",79,1.604,"Backend","JPA 다지기 세 번째는 '커넥션 풀 이해'입니다.","Part 3. 커넥션 풀 이해","2025-01-29T05:58:00.136191Z"
180,"1","2025-01-29T05:58:01.627966Z",80,1.376,"Backend","JPA 다지기 아홉 번째는 '스프링, 트랜잭션 매니저와 트랜잭션 동기화 매니저'입니다.","Part 9. 스프링, 트랜잭션 매니저와 트랜잭션 동기화 매니저","2025-01-29T05:58:01.627980Z"
181,"1","2025-01-29T05:58:03.487162Z",81,1.754,"CS","드디어 알고리즘 시작이다..어떤 것부터 시작할까하다가 백준맨인 나는 또 백준 단계별 풀어보기를 하며 알고리즘을 하려고한다간단하게 말하면 함수가 자기 자신을 호출하는 방식 이라고 볼 수 있다.큰 규모의 문제를 더 작은 단위로 분할해가며, 반복적으로 해결하는 것이다.재귀는","재귀함수 (Recursion Function)","2025-01-29T05:58:03.487175Z"
182,"1","2025-01-29T05:58:05.585668Z",82,1.978,"etc","앞선 글에서도 다뤘듯, 웹 개발자로서 SEO 최적화는 피할 수 없는 중요한 과제이다. 이번글에서는 SEO 최적화에서 중요한 포인트 중 하나인 메타 태그의 기본 개념부터 실제 구현 방법, 그리고 최적화 전략까지 상세히 다뤄보고자 한다. 특히 오픈 그래프와 캐노니컬 태그와","SEO를 높이기 위한 메타 태그(Meta Tag) 최적화","2025-01-29T05:58:05.585687Z"
183,"1","2025-01-29T05:58:07.967819Z",83,2.281,"Backend","JPA 다지기 여섯 번째는 '트랜잭션 동작 과정'입니다.","Part 6. 트랜잭션 동작 과정?","2025-01-29T05:58:07.967836Z"
184,"1","2025-01-29T05:58:09.986689Z",84,1.902,"CS","해당 문제는 간단히, 내 앞 뒤에 있는 요소가 모두 나보다 작다면 그 인덱스를 반환하면 되는 문제이다.풀이 과정은 다음과 같다.nums 배열 1회 순회 O(n)현재 요소의 앞 뒤 요소를 비교하며 하나라도 작거나 같다면 무시모두 현재 요소보다 작은 수라면 현재의 인덱스 ","[LeetCode] 162. Find Peak Element","2025-01-29T05:58:09.986708Z"
185,"1","2025-01-29T05:58:12.155497Z",85,2.048,"CS","우린 깐부자나...","[C++] 깐부를 맺는 키워드, friend에 대해 알아보자","2025-01-29T05:58:12.155516Z"
186,"1","2025-01-29T05:58:13.899189Z",86,1.623,"CS","해당 문제는 현재 요소와 다음 요소의 최대 간격을 알아내는 문제이다.풀이 과정은 다음과 같다.요소가 하나 뿐인 경우 0 반환요소 정렬순회하며 최대간격 기록 O(n)최대 간격 반환","[LeetCode] 164. Maximum Gap","2025-01-29T05:58:13.899205Z"
187,"1","2025-01-29T05:58:15.343662Z",87,1.317,"CS","12.1 함수란?

12.3 함수 리터럴
함수는 객체 타입의 값으로, 함수 리터럴로 생성할 수 있다.
함수 리터럴은 function 키워드, 함수 이름, 매개변수 목록, 함수 몸체로 구성된다.

함수 리터럴은 평가되어 값을 생성하며 그 값은 객체다. ➡️ 함수는 객체다","12장 함수","2025-01-29T05:58:15.343682Z"
188,"1","2025-01-29T05:58:17.043338Z",88,1.578,"Backend","JPA 다지기 열 한 번째는 '스프링이 제공하는 트랜잭션 Aop'입니다.","Part 11. 스프링이 제공하는 트랜잭션 Aop","2025-01-29T05:58:17.043365Z"
189,"1","2025-01-29T05:58:19.316550Z",89,2.147,"Frontend","JavaScript로 작성된 프로젝트를 다시 보니 변수 타입과 객체의 프로퍼티를 알기 어려웠다. 코드를 분석하고 고쳐보자.","[리팩토링⑤] JavaScript로 작성된 React 프로젝트 TypeScript로 개선하기","2025-01-29T05:58:19.316570Z"
190,"1","2025-01-29T05:58:21.057706Z",90,3.306,"DevOps","안녕하세요 킴스캐슬입니다오랜만에 기술적인 내용의 글을 작성하네요!Unit test에 관한 영상이나 글들을 최대한 많이 봤고 프로젝트에 적용을 해본 경험으로 쓰는글이다보니까 제 개인적인 주관이 많이 들어있는 글이 되지 않을까 싶네요 ㅎㅎ 새로운 의견이나 반박은 늘 환영입","테스트 하는게 더 생산성이 높을 때가 있다니까요 정말로?","2025-01-29T05:58:25.066072Z"
191,"1","2025-01-29T05:58:37.583830Z",91,7.389,"DevOps","- **작업 클러스터 설정**: `kubectl config use-context k8s` 명령어를 사용해 클러스터 설정.
- **기존 배포 재구성**:
  - 기존 배포 `front-end`의 컨테이너 `nginx`에 포트 사양 추가(`http`, 80/tcp 노출)","쿠버네티스 시험준비 part.14 Deployment & Expose Service","2025-01-29T05:58:37.583853Z"
192,"1","2025-01-29T05:58:42.123558Z",92,4.42,"CS","결함 관리를 어떻게 하는지에 대해 작성하였습니다.","정보처리기능사 - 실기(12)","2025-01-29T05:58:42.123578Z"
193,"1","2025-01-29T05:58:43.798672Z",93,1.506,"Backend","Backend Programming에 B도 몰랐던 제가..
'FastAPI로 배우는 백엔드 프로그램 with 클린 아키텍처' 라는 책으로 공부하게 되었습니다.

> [2025.01.10 ~ 01.27] 약 3주간 학습을 끝내며 FastAPI를 활용한
백엔드 개발의 기초","FastAPI 학습 기록...","2025-01-29T05:58:43.798690Z"
194,"1","2025-01-29T05:58:45.432123Z",94,1.549,"CS","객체지향 그거 뭐 어떻게 하는 건데...","[객체지향의 사실과 오해] Part 1 톺아보기","2025-01-29T05:58:45.432136Z"
195,"1","2025-01-29T05:58:46.826897Z",95,1.291,"Backend","JPA 다지기 일곱 번째는 'DB Lock'입니다.","Part 7. DB Lock","2025-01-29T05:58:46.826913Z"
196,"1","2025-01-29T05:58:49.650119Z",96,2.695,"Frontend","건축하고자 하는 건물이 아파트인지, 사무용 오피스텔인지에 따라 건축의 방식도 달라지듯이 프로젝트의 요구사항과 팀의 역량에 따라 설계와 방법론을 유연하게 조합하는 것이 중요하다. ","프론트엔드 아키텍처 설계와 방법론","2025-01-29T05:58:49.650134Z"
197,"1","2025-01-29T05:58:51.267367Z",97,1.496,"Backend","JPA 다지기 다섯 번째는 ' 트랜잭션 이해'입니다.","Part 5. 트랜잭션 이해","2025-01-29T05:58:51.267386Z"
198,"1","2025-01-29T05:58:52.658384Z",98,1.271,"Backend","JPA 다지기 네 번째는 '인터페이스 DataSource'입니다.","Part 4. 인터페이스 DataSource","2025-01-29T05:58:52.658401Z"
199,"1","2025-01-29T05:58:54.121771Z",99,1.344,"etc","기술의 발전으로 인해  개발자가 단순히 코드 작성 외에도 사용자 경험, 웹 최적화, 웹 보안, 검색 엔진 최적화 등 다양한 분야에서 전문성을 요구받고 있다. 그중에서도 검색 엔진 최적화는 웹사이트의 검색 엔진 순위를 높일 뿐만 아니라 사용자들에게 더 나은 사용자 경험을","검색 엔진 최적화(SEO)란","2025-01-29T05:58:54.121790Z"
200,"1","2025-01-29T05:58:55.978348Z",100,1.736,"etc","문서를 작성하거나 디자인 작업을 할 때, 특별한 기호나 심볼이 필요할 때가 있습니다. 이러한 기호들을 한곳에서 간편하게 찾고 복사할 수 있도록 도와주는 유용한 웹사이트인 SYMBL을 소개합니다. (https://symbl.cc/kr/)","[꿀팁] 유니코드 문자표 모음집 사이트 소개!!","2025-01-29T05:58:55.978367Z"
